sub,ses,dir,stratum,mean_fc,skew,mean_fc_flag,skew_flag,fc_flag,temporal_flag,fd_exclude,any_internal_run_review,any_attention
sub-1087,ses-2,PA,ses-2/PA,0.15843967,0.20091206,False,False,False,False,False,False,False
sub-1088,ses-1,AP,ses-1/AP,0.0711904,0.09011388,False,False,False,False,False,False,False
sub-1088,ses-1,PA,ses-1/PA,0.11160506,0.05507351,False,False,False,False,False,False,False
sub-1088,ses-2,AP,ses-2/AP,0.13991298,0.11765523,False,False,False,False,False,False,False
sub-1088,ses-2,PA,ses-2/PA,0.13986942,-0.09741404,False,False,False,False,False,False,False
sub-1089,ses-1,AP,ses-1/AP,0.06119621,-0.0064004976,False,False,False,False,False,False,False
sub-1089,ses-1,PA,ses-1/PA,0.04467103,0.31273127,False,False,False,False,False,False,False
sub-1089,ses-2,AP,ses-2/AP,0.088075995,0.17457254,False,False,False,False,False,False,False
sub-1089,ses-2,PA,ses-2/PA,0.13063845,-0.0143808015,False,False,False,False,False,False,False
sub-1091,ses-1,AP,ses-1/AP,0.08268762,0.027821746,False,False,False,False,False,False,False
sub-1091,ses-1,PA,ses-1/PA,0.0924516,-0.010000804,False,False,False,False,False,False,False
sub-1091,ses-2,AP,ses-2/AP,0.10962911,-0.10524978,False,False,False,False,False,False,False
sub-1091,ses-2,PA,ses-2/PA,0.14131051,0.022646734,False,False,False,False,False,False,False
sub-1093,ses-1,AP,ses-1/AP,0.1331054,0.10479078,False,False,False,False,False,False,False
sub-1093,ses-1,PA,ses-1/PA,0.2494837,-0.1065513,False,False,False,False,False,False,False
sub-1093,ses-2,AP,ses-2/AP,0.12031356,0.3651605,False,False,False,False,False,False,False
sub-1093,ses-2,PA,ses-2/PA,0.15281515,0.2060477,False,False,False,False,False,False,False
sub-1094,ses-1,AP,ses-1/AP,0.06926162,0.028540561,False,False,False,False,False,False,False
sub-1094,ses-1,PA,ses-1/PA,0.057788774,0.15204023,False,False,False,False,False,False,False
sub-1094,ses-2,AP,ses-2/AP,0.11546235,0.09880295,False,False,False,False,False,False,False
sub-1094,ses-2,PA,ses-2/PA,0.043741066,0.24274178,False,False,False,False,False,False,False
sub-1095,ses-1,AP,ses-1/AP,0.101930514,0.00061927555,False,False,False,False,False,False,False
sub-1095,ses-1,PA,ses-1/PA,0.13577817,0.14011733,False,False,False,False,False,False,False
sub-1095,ses-2,AP,ses-2/AP,0.11034851,0.16734679,False,False,False,False,False,False,False
sub-1095,ses-2,PA,ses-2/PA,0.16597736,0.01198829,False,False,False,False,False,False,False
sub-1098,ses-1,AP,ses-1/AP,0.40586802,-0.42233568,True,True,True,False,False,True,True
sub-1098,ses-1,PA,ses-1/PA,0.28460062,-0.2051234,False,False,False,False,False,False,False
sub-1098,ses-2,AP,ses-2/AP,0.33229232,-0.19678274,True,False,True,False,False,True,True
sub-1098,ses-2,PA,ses-2/PA,0.39979982,-0.36074677,True,True,True,False,False,True,True
sub-1099,ses-1,AP,ses-1/AP,0.17198822,0.009985406,False,False,False,False,False,False,False
sub-1099,ses-1,PA,ses-1/PA,0.14363138,-0.0027307272,False,False,False,False,False,False,False
sub-1099,ses-2,AP,ses-2/AP,0.09386325,0.2918011,False,False,False,False,False,False,False
sub-1099,ses-2,PA,ses-2/PA,0.11648152,0.012582242,False,False,False,False,False,False,False
sub-1104,ses-1,AP,ses-1/AP,0.05127401,0.2246916,False,False,False,False,False,False,False
sub-1104,ses-1,PA,ses-1/PA,0.0719729,0.23396002,False,False,False,False,False,False,False
sub-1104,ses-2,AP,ses-2/AP,0.06163985,0.19627994,False,False,False,False,False,False,False
sub-1104,ses-2,PA,ses-2/PA,0.14616257,-0.057753302,False,False,False,False,False,False,False
sub-1105,ses-1,AP,ses-1/AP,0.12086386,0.11483082,False,False,False,False,False,False,False
sub-1105,ses-1,PA,ses-1/PA,0.15887916,0.085045926,False,False,False,False,False,False,False
sub-1105,ses-2,AP,ses-2/AP,0.06678475,0.15427114,False,False,False,False,False,False,False
sub-1105,ses-2,PA,ses-2/PA,0.03705346,0.21450618,False,False,False,False,False,False,False
sub-2001,ses-1,AP,ses-1/AP,0.040822156,0.2165714,False,False,False,False,False,False,False
sub-2001,ses-1,PA,ses-1/PA,0.050693974,0.19771239,False,False,False,False,False,False,False
sub-2001,ses-2,AP,ses-2/AP,0.010282839,0.42713976,False,False,False,False,False,False,False
sub-2001,ses-2,PA,ses-2/PA,0.03000366,0.26419196,False,False,False,False,False,False,False
sub-2004,ses-1,AP,ses-1/AP,0.11961019,0.25522026,False,False,False,False,False,False,False
sub-2004,ses-1,PA,ses-1/PA,0.09745075,0.2056765,False,False,False,False,False,False,False
sub-2004,ses-2,AP,ses-2/AP,0.07538789,0.14600134,False,False,False,False,False,False,False
sub-2004,ses-2,PA,ses-2/PA,0.13328107,0.08723305,False,False,False,False,False,False,False
sub-2005,ses-1,AP,ses-1/AP,0.05980836,0.18135625,False,False,False,False,False,False,False
sub-2005,ses-1,PA,ses-1/PA,0.1984946,-0.097904935,False,False,False,False,False,False,False
sub-2005,ses-2,AP,ses-2/AP,0.08191214,0.20029014,False,False,False,False,False,False,False
sub-2005,ses-2,PA,ses-2/PA,0.077581085,0.06917815,False,False,False,False,True,False,True
sub-2006,ses-1,AP,ses-1/AP,0.108339906,0.04785784,False,False,False,False,False,False,False
sub-2006,ses-1,PA,ses-1/PA,0.030708503,0.19905595,False,False,False,False,False,False,False
sub-2006,ses-2,AP,ses-2/AP,0.084572,0.03717897,False,False,False,False,True,False,True
sub-2006,ses-2,PA,ses-2/PA,0.0653108,0.1372396,False,False,False,False,True,False,True
sub-2007,ses-1,AP,ses-1/AP,0.059723224,0.29926428,False,False,False,False,False,False,False
sub-2007,ses-1,PA,ses-1/PA,0.066545084,0.3545651,False,False,False,False,False,False,False
sub-2007,ses-2,AP,ses-2/AP,0.12014659,0.252559,False,False,False,False,False,False,False
sub-2007,ses-2,PA,ses-2/PA,0.053492736,0.25444403,False,False,False,False,False,False,False
sub-2008,ses-1,AP,ses-1/AP,0.091854274,0.20645489,False,False,False,False,False,False,False
sub-2008,ses-1,PA,ses-1/PA,0.12410765,0.21954823,False,False,False,False,False,False,False
sub-2008,ses-2,AP,ses-2/AP,0.14154775,0.1340092,False,False,False,False,False,False,False
sub-2008,ses-2,PA,ses-2/PA,0.16964257,0.18641302,False,False,False,False,False,False,False
sub-2010,ses-1,AP,ses-1/AP,0.15787743,-0.11654995,False,False,False,False,False,False,False
sub-2010,ses-1,PA,ses-1/PA,0.15995105,0.021754751,False,False,False,False,False,False,False
sub-2010,ses-2,AP,ses-2/AP,0.15304461,0.11336488,False,False,False,False,False,False,False
sub-2010,ses-2,PA,ses-2/PA,0.2708272,-0.3082919,False,False,False,False,False,False,False
sub-2012,ses-1,AP,ses-1/AP,0.06326458,0.08573178,False,False,False,False,False,False,False
sub-2012,ses-1,PA,ses-1/PA,0.044203028,0.24167624,False,False,False,False,False,False,False
sub-2012,ses-2,AP,ses-2/AP,0.08671719,0.13223971,False,False,False,False,False,False,False
sub-2012,ses-2,PA,ses-2/PA,0.0839704,0.15931237,False,False,False,False,False,False,False
sub-2015,ses-1,AP,ses-1/AP,0.07865823,0.21571979,False,False,False,False,False,False,False
sub-2015,ses-1,PA,ses-1/PA,0.03654101,0.24989529,False,False,False,False,False,False,False
sub-2015,ses-2,AP,ses-2/AP,0.085827574,0.120505676,False,False,False,False,False,False,False
sub-2015,ses-2,PA,ses-2/PA,0.05427347,0.20584184,False,False,False,False,False,False,False
sub-2016,ses-1,AP,ses-1/AP,0.09754593,-0.024423037,False,False,False,False,False,False,False
sub-2016,ses-1,PA,ses-1/PA,0.099545725,0.28995463,False,False,False,False,False,False,False
sub-2016,ses-2,AP,ses-2/AP,0.044478077,0.34457776,False,False,False,False,False,False,False
sub-2016,ses-2,PA,ses-2/PA,0.030957958,0.33447945,False,False,False,False,False,False,False
sub-2019,ses-1,AP,ses-1/AP,0.09671735,0.058286622,False,False,False,False,False,False,False
sub-2019,ses-1,PA,ses-1/PA,0.08574446,0.07972453,False,False,False,False,False,False,False
sub-2019,ses-2,AP,ses-2/AP,0.087596506,0.11881496,False,False,False,False,False,False,False
sub-2019,ses-2,PA,ses-2/PA,0.11241369,0.045651473,False,False,False,False,False,False,False
sub-2020,ses-1,AP,ses-1/AP,0.06300845,0.26852164,False,False,False,False,False,False,False
sub-2020,ses-1,PA,ses-1/PA,0.052549034,0.29790246,False,False,False,False,False,False,False
sub-2020,ses-2,AP,ses-2/AP,0.05231659,0.28105703,False,False,False,False,False,False,False
sub-2020,ses-2,PA,ses-2/PA,0.05197192,0.26549762,False,False,False,False,False,False,False
sub-2022,ses-1,AP,ses-1/AP,0.05074873,0.20672849,False,False,False,False,False,False,False
sub-2022,ses-1,PA,ses-1/PA,0.02124574,0.27016687,False,False,False,False,False,False,False
sub-2022,ses-2,AP,ses-2/AP,0.055445116,0.18073003,False,False,False,False,False,False,False
sub-2022,ses-2,PA,ses-2/PA,0.054539256,0.1754878,False,False,False,False,False,False,False
sub-2023,ses-1,AP,ses-1/AP,0.08797719,0.10354938,False,False,False,False,False,False,False
sub-2023,ses-1,PA,ses-1/PA,0.098237626,0.30505794,False,False,False,False,False,False,False
sub-2023,ses-2,AP,ses-2/AP,0.061039697,0.14313456,False,False,False,False,False,False,False
sub-2023,ses-2,PA,ses-2/PA,0.15571663,-0.022267176,False,False,False,False,False,False,False
sub-2028,ses-1,AP,ses-1/AP,0.105315246,0.10841833,False,False,False,False,False,False,False
sub-2028,ses-1,PA,ses-1/PA,0.049595263,0.2243866,False,False,False,False,False,False,False
sub-2028,ses-2,AP,ses-2/AP,0.17795438,0.008853876,False,False,False,False,False,False,False
sub-2028,ses-2,PA,ses-2/PA,0.048016496,0.21792005,False,False,False,False,False,False,False
sub-2029,ses-1,AP,ses-1/AP,0.086916216,0.1370677,False,False,False,False,False,False,False
sub-2029,ses-1,PA,ses-1/PA,0.03782333,0.3316195,False,False,False,False,False,False,False
sub-2029,ses-2,AP,ses-2/AP,0.062889375,0.2269489,False,False,False,False,False,False,False
sub-2029,ses-2,PA,ses-2/PA,0.091234714,0.2976071,False,False,False,False,False,False,False
sub-2031,ses-1,AP,ses-1/AP,0.1332065,-0.010701701,False,False,False,False,False,False,False
sub-2031,ses-1,PA,ses-1/PA,0.24133073,0.10095006,False,False,False,False,False,False,False
sub-2031,ses-2,AP,ses-2/AP,0.032159112,0.23894009,False,False,False,False,False,False,False
sub-2031,ses-2,PA,ses-2/PA,0.18283501,0.077134855,False,False,False,False,False,False,False
sub-2033,ses-1,AP,ses-1/AP,0.2407052,-0.12178307,False,False,False,False,False,False,False
sub-2033,ses-1,PA,ses-1/PA,0.16678277,0.008136249,False,False,False,False,False,False,False
sub-2033,ses-2,AP,ses-2/AP,0.06739409,0.21034914,False,False,False,False,False,False,False
sub-2033,ses-2,PA,ses-2/PA,0.061892282,0.23190884,False,False,False,False,False,False,False
sub-2040,ses-1,AP,ses-1/AP,0.23177011,0.06480101,False,False,False,False,False,False,False
sub-2040,ses-1,PA,ses-1/PA,0.103548825,0.10102221,False,False,False,False,False,False,False
sub-2040,ses-2,AP,ses-2/AP,0.15614785,0.0855282,False,False,False,False,False,False,False
sub-2040,ses-2,PA,ses-2/PA,0.26916382,-0.04652168,False,False,False,False,False,False,False
sub-2041,ses-1,AP,ses-1/AP,0.15663324,-0.008119579,False,False,False,False,True,False,True
sub-2041,ses-1,PA,ses-1/PA,0.12671354,0.21203835,False,False,False,True,True,True,True
sub-2041,ses-2,AP,ses-2/AP,0.12757373,0.080011524,False,False,False,False,False,False,False
sub-2041,ses-2,PA,ses-2/PA,0.05706761,0.29817605,False,False,False,False,False,False,False
sub-2042,ses-1,AP,ses-1/AP,0.2969011,-0.17477061,True,False,True,False,False,True,True
sub-2042,ses-1,PA,ses-1/PA,0.12570842,0.17171995,False,False,False,False,False,False,False
sub-2042,ses-2,AP,ses-2/AP,0.072129585,0.13949022,False,False,False,False,False,False,False
sub-2042,ses-2,PA,ses-2/PA,0.14945248,0.1589284,False,False,False,False,False,False,False
sub-2044,ses-1,AP,ses-1/AP,0.20906325,-0.13366139,False,False,False,False,False,False,False
sub-2044,ses-1,PA,ses-1/PA,0.14056945,-0.16595772,False,False,False,False,False,False,False
sub-2044,ses-2,AP,ses-2/AP,0.20968542,-0.16831188,False,False,False,False,False,False,False
sub-2044,ses-2,PA,ses-2/PA,0.095251195,0.056827813,False,False,False,False,False,False,False
sub-2045,ses-1,AP,ses-1/AP,0.051974114,0.28321633,False,False,False,False,False,False,False
sub-2045,ses-1,PA,ses-1/PA,0.16277394,-0.053009823,False,False,False,False,False,False,False
sub-2045,ses-2,AP,ses-2/AP,0.1179356,0.14407907,False,False,False,False,False,False,False
sub-2045,ses-2,PA,ses-2/PA,0.106111035,0.11192162,False,False,False,False,False,False,False
sub-2049,ses-1,AP,ses-1/AP,0.03389129,0.22627993,False,False,False,False,False,False,False
sub-2049,ses-1,PA,ses-1/PA,0.033393294,0.22151993,False,False,False,False,False,False,False
sub-2049,ses-2,AP,ses-2/AP,0.03450226,0.28198883,False,False,False,False,False,False,False
sub-2049,ses-2,PA,ses-2/PA,0.037346598,0.25841248,False,False,False,False,False,False,False
sub-2052,ses-1,AP,ses-1/AP,0.05419348,0.14192478,False,False,False,False,False,False,False
sub-2052,ses-1,PA,ses-1/PA,0.03681094,0.10779538,False,False,False,False,False,False,False
sub-2052,ses-2,AP,ses-2/AP,0.12592876,0.0128487,False,False,False,False,False,False,False
sub-2052,ses-2,PA,ses-2/PA,0.04097486,0.3120701,False,False,False,False,False,False,False
sub-2062,ses-1,AP,ses-1/AP,0.12420948,0.1084442,False,False,False,False,False,False,False
sub-2062,ses-1,PA,ses-1/PA,0.11856549,-0.07890111,False,False,False,False,False,False,False
sub-2062,ses-2,AP,ses-2/AP,0.12701565,-0.17463624,False,False,False,False,False,False,False
sub-2062,ses-2,PA,ses-2/PA,0.109511174,0.052537527,False,False,False,False,False,False,False
sub-2065,ses-1,AP,ses-1/AP,0.2541941,-0.2207773,False,False,False,False,False,False,False
sub-2065,ses-1,PA,ses-1/PA,0.23366927,-0.16100292,False,False,False,False,False,False,False
sub-2065,ses-2,AP,ses-2/AP,0.20595504,-0.035560105,False,False,False,False,False,False,False
sub-2065,ses-2,PA,ses-2/PA,0.22067052,-0.012711656,False,False,False,False,False,False,False
sub-3001,ses-1,AP,ses-1/AP,0.02197618,0.24476583,False,False,False,False,False,False,False
sub-3001,ses-1,PA,ses-1/PA,0.030767137,0.26306814,False,False,False,False,False,False,False
sub-3001,ses-2,AP,ses-2/AP,0.12166305,-0.06155708,False,False,False,False,False,False,False
sub-3001,ses-2,PA,ses-2/PA,0.0838015,0.17196164,False,False,False,False,False,False,False
sub-3002,ses-1,AP,ses-1/AP,0.043752216,0.20606056,False,False,False,False,False,False,False
sub-3002,ses-1,PA,ses-1/PA,0.04606193,0.22145085,False,False,False,False,False,False,False
sub-3002,ses-2,AP,ses-2/AP,0.043902982,0.19891779,False,False,False,False,False,False,False
sub-3002,ses-2,PA,ses-2/PA,0.022740114,0.22932898,False,False,False,False,False,False,False
sub-3009,ses-1,AP,ses-1/AP,0.019073827,0.18832214,False,False,False,False,False,False,False
sub-3009,ses-1,PA,ses-1/PA,0.017297193,0.22678849,False,False,False,False,False,False,False
sub-3009,ses-2,AP,ses-2/AP,0.035658393,0.18656416,False,False,False,False,False,False,False
sub-3009,ses-2,PA,ses-2/PA,0.026474962,0.2787182,False,False,False,False,False,False,False
sub-3011,ses-1,AP,ses-1/AP,0.12167555,0.123339005,False,False,False,False,False,False,False
sub-3011,ses-1,PA,ses-1/PA,0.0758173,0.20156662,False,False,False,False,False,False,False
sub-3011,ses-2,AP,ses-2/AP,0.09208563,0.06474932,False,False,False,False,False,False,False
sub-3011,ses-2,PA,ses-2/PA,0.06600025,0.21259786,False,False,False,False,False,False,False
sub-3017,ses-1,AP,ses-1/AP,0.13486913,0.03945107,False,False,False,False,False,False,False
sub-3017,ses-1,PA,ses-1/PA,0.5312808,-0.9199819,True,True,True,True,True,True,True
sub-3017,ses-2,AP,ses-2/AP,0.18652514,0.02756214,False,False,False,False,True,False,True
sub-3017,ses-2,PA,ses-2/PA,0.16975549,-0.004509797,False,False,False,False,False,False,False
sub-3022,ses-1,AP,ses-1/AP,0.093714945,0.18235427,False,False,False,False,False,False,False
sub-3022,ses-1,PA,ses-1/PA,0.09098459,0.1314043,False,False,False,False,False,False,False
sub-3022,ses-2,AP,ses-2/AP,0.24796386,-0.15729009,False,False,False,False,False,False,False
sub-3022,ses-2,PA,ses-2/PA,0.20836158,0.050280068,False,False,False,False,True,False,True
sub-3025,ses-1,AP,ses-1/AP,0.071533516,0.118162185,False,False,False,False,False,False,False
sub-3025,ses-1,PA,ses-1/PA,0.06537685,0.03222963,False,False,False,False,False,False,False
sub-3025,ses-2,AP,ses-2/AP,0.026488172,0.21882823,False,False,False,False,False,False,False
sub-3025,ses-2,PA,ses-2/PA,0.06732413,0.15910754,False,False,False,False,False,False,False
sub-3026,ses-1,AP,ses-1/AP,0.13157967,-0.016304243,False,False,False,False,False,False,False
sub-3026,ses-1,PA,ses-1/PA,0.061896913,0.120213136,False,False,False,False,False,False,False
sub-3026,ses-2,AP,ses-2/AP,0.17148273,-0.028698293,False,False,False,False,False,False,False
sub-3026,ses-2,PA,ses-2/PA,0.14718059,0.13280198,False,False,False,False,False,False,False
sub-3027,ses-1,AP,ses-1/AP,0.083360486,0.061210953,False,False,False,False,False,False,False
sub-3027,ses-1,PA,ses-1/PA,0.069433294,0.20459835,False,False,False,False,False,False,False
sub-3027,ses-2,AP,ses-2/AP,0.14039733,0.059927154,False,False,False,False,False,False,False
sub-3027,ses-2,PA,ses-2/PA,0.093136996,0.21051265,False,False,False,False,False,False,False
sub-3028,ses-1,AP,ses-1/AP,0.111926325,0.115840204,False,False,False,False,False,False,False
sub-3028,ses-1,PA,ses-1/PA,0.061854742,0.15127411,False,False,False,False,False,False,False
sub-3028,ses-2,AP,ses-2/AP,0.04487677,0.324955,False,False,False,False,False,False,False
sub-3028,ses-2,PA,ses-2/PA,0.088059016,0.22412278,False,False,False,False,False,False,False
sub-3029,ses-1,AP,ses-1/AP,0.039710846,0.3937732,False,False,False,False,False,False,False
sub-3029,ses-1,PA,ses-1/PA,0.059749648,0.38297927,False,False,False,False,False,False,False
sub-3029,ses-2,AP,ses-2/AP,0.12649068,-0.039793063,False,False,False,False,False,False,False
sub-3029,ses-2,PA,ses-2/PA,0.32756898,-0.0327069,True,False,True,False,False,True,True
sub-3031,ses-1,AP,ses-1/AP,0.13737945,0.06027503,False,False,False,False,False,False,False
sub-3031,ses-1,PA,ses-1/PA,0.077229984,0.25141656,False,False,False,False,False,False,False
sub-3031,ses-2,AP,ses-2/AP,0.072659746,0.013915275,False,False,False,False,False,False,False
sub-3031,ses-2,PA,ses-2/PA,0.109116405,0.08160639,False,False,False,False,False,False,False
sub-3032,ses-1,AP,ses-1/AP,0.02768061,0.25855982,False,False,False,False,False,False,False
sub-3032,ses-1,PA,ses-1/PA,0.020222269,0.15088153,False,False,False,False,False,False,False
sub-3032,ses-2,AP,ses-2/AP,0.031699397,0.18956691,False,False,False,False,False,False,False
sub-3032,ses-2,PA,ses-2/PA,0.018710025,0.21277978,False,False,False,False,False,False,False
sub-3034,ses-1,AP,ses-1/AP,0.121221706,0.13995263,False,False,False,False,False,False,False
sub-3034,ses-1,PA,ses-1/PA,0.0465338,0.22521909,False,False,False,False,False,False,False
sub-3034,ses-2,AP,ses-2/AP,0.07252958,0.21974094,False,False,False,False,False,False,False
sub-3034,ses-2,PA,ses-2/PA,0.0696495,0.41125092,False,False,False,False,False,False,False
sub-3035,ses-1,AP,ses-1/AP,0.039481983,0.24789585,False,False,False,False,False,False,False
sub-3035,ses-1,PA,ses-1/PA,0.03590101,0.25767577,False,False,False,False,False,False,False
sub-3035,ses-2,AP,ses-2/AP,0.1250085,0.023367232,False,False,False,False,False,False,False
sub-3035,ses-2,PA,ses-2/PA,0.046130322,0.21150506,False,False,False,False,False,False,False
sub-3039,ses-1,AP,ses-1/AP,0.094186075,0.19847196,False,False,False,False,False,False,False
sub-3039,ses-1,PA,ses-1/PA,0.08162508,0.22510886,False,False,False,False,True,False,True
sub-3039,ses-2,AP,ses-2/AP,0.10845542,0.087452605,False,False,False,False,False,False,False
sub-3039,ses-2,PA,ses-2/PA,0.07987641,0.17763515,False,False,False,False,False,False,False
sub-4002,ses-1,AP,ses-1/AP,0.17512852,-0.0914933,False,False,False,False,False,False,False
sub-4002,ses-1,PA,ses-1/PA,0.16102575,0.048386276,False,False,False,False,False,False,False
sub-4002,ses-2,AP,ses-2/AP,0.054069106,0.2876423,False,False,False,False,False,False,False
sub-4002,ses-2,PA,ses-2/PA,0.082122445,0.26486892,False,False,False,False,False,False,False
sub-4003,ses-1,AP,ses-1/AP,0.08216614,0.15915969,False,False,False,False,False,False,False
sub-4003,ses-1,PA,ses-1/PA,0.10745998,0.18892658,False,False,False,False,False,False,False
sub-4003,ses-2,AP,ses-2/AP,0.074030116,0.18862215,False,False,False,False,False,False,False
sub-4003,ses-2,PA,ses-2/PA,0.15401268,-0.064079985,False,False,False,False,False,False,False
sub-4004,ses-1,AP,ses-1/AP,0.32092258,-0.1111697,True,False,True,False,False,True,True
sub-4004,ses-1,PA,ses-1/PA,0.14020061,0.16711253,False,False,False,False,False,False,False
sub-4004,ses-2,AP,ses-2/AP,0.35038602,-0.18030564,True,False,True,False,False,True,True
sub-4004,ses-2,PA,ses-2/PA,0.40025574,-0.34215653,True,True,True,False,True,True,True
sub-4005,ses-1,AP,ses-1/AP,0.12351759,-0.00090770633,False,False,False,False,False,False,False
sub-4005,ses-1,PA,ses-1/PA,0.052937977,0.20162974,False,False,False,False,False,False,False
sub-4005,ses-2,AP,ses-2/AP,0.06896331,0.29004452,False,False,False,False,False,False,False
sub-4005,ses-2,PA,ses-2/PA,0.0374398,0.18355225,False,False,False,False,False,False,False
sub-4006,ses-1,AP,ses-1/AP,0.0360601,0.10027177,False,False,False,False,False,False,False
sub-4006,ses-1,PA,ses-1/PA,0.060910143,0.15908536,False,False,False,False,False,False,False
sub-4006,ses-2,AP,ses-2/AP,0.055805806,0.13303521,False,False,False,False,False,False,False
sub-4006,ses-2,PA,ses-2/PA,0.08349302,0.102721326,False,False,False,False,False,False,False
sub-4010,ses-1,AP,ses-1/AP,0.08895196,0.129853,False,False,False,False,False,False,False
sub-4010,ses-1,PA,ses-1/PA,0.123541854,0.124656595,False,False,False,False,False,False,False
sub-4010,ses-2,AP,ses-2/AP,0.20802489,0.08164516,False,False,False,False,False,False,False
sub-4010,ses-2,PA,ses-2/PA,0.32069138,-0.12924439,True,False,True,False,True,True,True
sub-4011,ses-1,AP,ses-1/AP,0.034039605,0.31546867,False,False,False,False,False,False,False
sub-4011,ses-1,PA,ses-1/PA,0.03292581,0.22803162,False,False,False,False,False,False,False
sub-4011,ses-2,AP,ses-2/AP,0.050360966,0.29860973,False,False,False,False,False,False,False
sub-4011,ses-2,PA,ses-2/PA,0.033581864,0.26529786,False,False,False,False,False,False,False
sub-4012,ses-1,AP,ses-1/AP,0.09400925,0.1261938,False,False,False,False,False,False,False
sub-4012,ses-1,PA,ses-1/PA,0.08443967,0.0081135435,False,False,False,False,False,False,False
sub-4012,ses-2,AP,ses-2/AP,0.060233373,0.21504937,False,False,False,False,False,False,False
sub-4012,ses-2,PA,ses-2/PA,0.052617017,0.10599372,False,False,False,False,False,False,False
sub-4014,ses-1,AP,ses-1/AP,0.123698995,0.017932456,False,False,False,False,False,False,False
sub-4014,ses-1,PA,ses-1/PA,0.069444686,0.12853183,False,False,False,False,False,False,False
sub-4014,ses-2,AP,ses-2/AP,0.14861771,0.049011916,False,False,False,False,False,False,False
sub-4014,ses-2,PA,ses-2/PA,0.049819417,0.18377842,False,False,False,False,False,False,False
sub-4015,ses-1,AP,ses-1/AP,0.067282505,0.26556343,False,False,False,False,False,False,False
sub-4015,ses-1,PA,ses-1/PA,0.06751128,0.21920498,False,False,False,False,False,False,False
sub-4015,ses-2,AP,ses-2/AP,0.0758296,0.16270679,False,False,False,False,False,False,False
sub-4015,ses-2,PA,ses-2/PA,0.09259973,0.11662241,False,False,False,False,False,False,False
sub-4018,ses-1,AP,ses-1/AP,0.046424586,0.18176048,False,False,False,False,False,False,False
sub-4018,ses-1,PA,ses-1/PA,0.029044854,0.3023241,False,False,False,False,False,False,False
sub-4018,ses-2,AP,ses-2/AP,0.04617127,0.3198673,False,False,False,False,False,False,False
sub-4018,ses-2,PA,ses-2/PA,0.045257054,0.30487216,False,False,False,False,False,False,False
sub-4022,ses-1,AP,ses-1/AP,0.08211777,0.16408399,False,False,False,False,False,False,False
sub-4022,ses-1,PA,ses-1/PA,0.09887039,0.2697998,False,False,False,False,False,False,False
sub-4022,ses-2,AP,ses-2/AP,0.07330937,0.114798956,False,False,False,False,False,False,False
sub-4022,ses-2,PA,ses-2/PA,0.07921497,0.14432114,False,False,False,False,False,False,False
sub-4023,ses-1,AP,ses-1/AP,0.06227942,0.109915756,False,False,False,False,False,False,False
sub-4023,ses-1,PA,ses-1/PA,0.058686335,0.16776033,False,False,False,False,False,False,False
sub-4023,ses-2,AP,ses-2/AP,0.04739792,0.200223,False,False,False,False,False,False,False
sub-4023,ses-2,PA,ses-2/PA,0.072167814,0.10770833,False,False,False,False,False,False,False
sub-4024,ses-1,AP,ses-1/AP,0.06414935,0.1279085,False,False,False,False,False,False,False
sub-4024,ses-1,PA,ses-1/PA,0.015876256,0.21154036,False,False,False,False,False,False,False
sub-4024,ses-2,AP,ses-2/AP,0.07465422,-0.022282755,False,False,False,False,False,False,False
sub-4024,ses-2,PA,ses-2/PA,0.03553549,0.23326711,False,False,False,False,False,False,False
sub-4027,ses-1,AP,ses-1/AP,0.1070545,0.14263797,False,False,False,False,False,False,False
sub-4027,ses-1,PA,ses-1/PA,0.25962207,-0.051250737,False,False,False,False,False,False,False
sub-4027,ses-2,AP,ses-2/AP,0.07759239,0.24171121,False,False,False,False,False,False,False
sub-4027,ses-2,PA,ses-2/PA,0.24622242,0.034499634,False,False,False,False,False,False,False
sub-4028,ses-1,AP,ses-1/AP,0.10495092,0.12627096,False,False,False,False,False,False,False
sub-4028,ses-1,PA,ses-1/PA,0.13824071,0.11656253,False,False,False,False,False,False,False
sub-4028,ses-2,AP,ses-2/AP,0.13758402,0.0770041,False,False,False,False,True,False,True
sub-4028,ses-2,PA,ses-2/PA,0.2214021,-0.095366545,False,False,False,True,True,True,True
sub-4029,ses-1,AP,ses-1/AP,0.14123523,0.035455823,False,False,False,False,False,False,False
sub-4029,ses-1,PA,ses-1/PA,0.1898348,-0.18252562,False,False,False,False,False,False,False
sub-4029,ses-2,AP,ses-2/AP,0.12141716,0.11101372,False,False,False,False,False,False,False
sub-4029,ses-2,PA,ses-2/PA,0.06896377,0.26377147,False,False,False,False,False,False,False
sub-4030,ses-1,AP,ses-1/AP,0.10641505,0.051787846,False,False,False,False,False,False,False
sub-4030,ses-1,PA,ses-1/PA,0.058695897,0.15013328,False,False,False,False,False,False,False
sub-4030,ses-2,AP,ses-2/AP,0.1071067,0.017138518,False,False,False,False,False,False,False
sub-4030,ses-2,PA,ses-2/PA,0.092997134,0.12258511,False,False,False,False,False,False,False
sub-4031,ses-1,AP,ses-1/AP,0.10823001,0.11027104,False,False,False,False,False,False,False
sub-4031,ses-1,PA,ses-1/PA,0.16244264,0.047295496,False,False,False,False,False,False,False
sub-4031,ses-2,AP,ses-2/AP,0.14214382,0.027778244,False,False,False,False,False,False,False
sub-4031,ses-2,PA,ses-2/PA,0.12942743,0.1471649,False,False,False,False,False,False,False
